inv_num,pnum_str
04023562-1,"6831486, 6784412, 6522355, 6266087, 6229133, 6243434, 6091280, 6040569"
04024944-2,"6467605, 6076652, 6039168"
04025611-2,"6635528, 6576546, 6528386, 6600183, 6211034, 6797599, 6783997, 6770521, 6828161, 6828200, 6821873, 6919251, 6936508, 6709875, 6696332, 6635498, 6544906, 6809370, 6750126, 6979623, 6852645, 6902939, 6444542, 6211035, 6876021"
04025903-3,"6979959, 6969958, 6897709, 6876157, 6636104, 6812776"
04025907-1,"6638852, 6432808, 6316132, 6044012, 6740936, 6549458, 6522582, 6266269"
04026125-1,"6927783, 6879330, 6819330, 6744472, 6738072, 6731295, 6721837, 6700588, 6661427, 6630945, 6608630, 6529935, 6501480, 6380945, 6189064, 6762762"
04028064-3,"6302673, 6302672, 6365974"
04028582-1,"6339584, 6188427, 6121984"
04031462-1,6862283
04032782-1,"6940908, 6708284, 6771305, 6639714"
04035784-1,"6295011, 6128307, 6029239, 6012136"
04037111-4,"6582282, 6848976, 6705924, 6435945, 6427703, 6394109, 6343973, 6291334, 6093082, 6640151, 6763130, 6900135, 6381021, 6585563, 6561884, 6796880, 6517415, 6352467, 6179709, 6110011, 6896776, 6729944, 6379231, 6244935, 6165271, 6979248, 6126517, 6080046, 6023405, 6258170"
04037217-1,6130442
04037241-1,"6697108, 6618083, 6384643, 6248991, 6121104, 6788340, 6943721, 6353401, 6100725, 6097021, 6130569, 6031217, 6025589, 6553437"
04038216-2,"6403985, 6545654, 6452572, 6232937, 6232136, 6073034, 6847052, 6677936, 6559825, 6486862, 6479313, 6414783, 6881983, 6734091, 6552704, 6476784, 6909419"
04038646-2,"6862714, 6879187"
04040498-1,"6895522, 6839301"
04040577-1,"6435398, 6821791, 6561868, 6534327"
04040897-1,"6844573, 6841841, 6806198, 6429657, 6483337, 6285181, 6037547, 6021074, 6373126, 6348356, 6768198, 6803653, 6518661, 6461879, 6274473, 6339728, 6252239, 6204516, 6119325, 6046507, 6043429, 6015280, 6362524, 6495393, 6315936, 6294923, 6331735, 6181017, 6049465, 6091157, 6395568, 6751294, 6548881, 6320400"
04040983-1,"6420717, 6379851, 6720565, 6373071"
04041269-1,6823224
04041407-1,"6834086, 6965653"
04042743-1,"6884653, 6303985, 6019037, 6693342, 6914317, 6303469"
04042766-3,6031779
04042779-1,6232899
04042947-2,"6958515, 6624481, 6815276, 6878999"
04044371-2,"6963098, 6872467, 6744086, 6713195, 6538921, 6535416, 6462541, 6404191, 6777730, 6349053"
04045245-2,6900105
04047218-2,"6916728, 6770569"
04048590-1,"6952791, 6943589, 6718458, 6671216, 6657462, 6578135, 6538943, 6535036, 6430099, 6411152"
04050032-1,6215136
04052251-1,"6939781, 6893947, 6867078"
04053688-3,"6709469, 6687980, 6049972, 6170151, 6162661"
04053821-1,6738844
04055444-1,"6282603, 6018793"
04056094-1,"6586678, 6921213, 6911599, 6876004, 6703561, 6668113, 6955482"
04056404-2,"6132517, 6070550, 6964880, 6940096, 6830813, 6809328, 6743697, 6706981, 6667522, 6924170, 6936497, 6847044, 6730972, 6921706, 6770966"
04056685-1,"6219262, 6046581, 6920055, 6690146, 6657875, 6130526"
04057894-2,6162702
04058217-2,"6538564, 6172608, 6144299"
04060996-1,"6802987, 6361825, 6020216"
04062032-1,"6215168, 6081009, 6066878, 6054369, 6194290, 6153495"
04063964-3,6847990
04064118-1,"6976187, 6785836"
04064301-1,"6952429, 6813251, 6792495, 6771664, 6748465, 6678761, 6684272"
04064882-1,"6812760, 6184568"
04065074-1,"6957290, 6865633, 6633938, 6894683, 6894987, 6925083, 6795438"
04065369-5,6461533
04067315-2,6027672
04068208-1,"6967525, 6636082, 6721115"
04068368-3,"6140152, 6069403"
04068618-1,"6903733, 6611260"
04070632-1,"6842121, 6741178, 6127917, 6122494, 6112152, 6574454, 6509837, 6509829, 6466131, 6487681, 6388561, 6375780, 6325294, 6177859, 6220516, 6013949, 6101375, 6273339, 6266362, 6068192, 6696879, 6947513, 6941124, 6836472, 6836468, 6825773, 6774685, 6771613, 6735183, 6721289, 6600428, 6157230, 6130602, 6466634, 6492192, 6351190, 6384648, 6337634, 6316975, 6314440, 6249185, 6278698, 6198357, 6198332"
04073012-2,6797577
04074302-1,"6819168, 6677799, 6573794, 6456159"
04075464-1,"6963222, 6838924, 6717859, 6603331, 6590416, 6842041, 6714041"
04075508-1,"6628171, 6917661, 6177843, 6028844, 6886126, 6970115, 6351168, 6084479, 6373302"
04075609-2,6486712
04076762-1,"6631487, 6574761, 6550030, 6530049"
04077021-2,6778611
04079336-1,"6636111, 6737745, 6734093, 6046433"
04079986-1,6720894
04081182-1,"6872654, 6833320, 6927180, 6908829, 6908863, 6737365"
04081701-2,"6809954, 6807080, 6804141, 6785629, 6757206, 6735106, 6970371, 6952623, 6714469, 6704218, 6667896, 6721217, 6590799, 6275084, 6100588, 6819601, 6204701, 6239650, 6137342, 6031411"
04082288-2,6165313
04085449-2,"6272569, 6138190, 6112269, 6055591, 6445791, 6661848, 6708235"
04087308-2,6889813
04088516-2,6610168
04088954-5,"6963098, 6777730, 6744086, 6674664, 6538921, 6535416, 6404191, 6349053"
04089524-1,"6779061, 6670852, 6594816, 6961807, 6927756, 6389495"
04090755-1,"6797577, 6570242, 6518111, 6501152, 6441715, 6281530, 6248650, 6194280, 6239477, 6130136, 6130122, 6028345, 6734477, 6682994, 6645804, 6620700, 6380609, 6030874, 6030864, 6969880"
04091335-2,"6633468, 6535368, 6445229, 6487687, 6380786, 6310379, 6294943, 6353520, 6211693, 6147538, 6115439, 6115438, 6040708, 6081002"
04095283-1,"6228741, 6686283"
04096801-1,"6734550, 6674140, 6639313, 6465280, 6358771, 6911727, 6621158, 6508561, 6323550, 6946326, 6931170"
04098638-1,"6194290, 6153495"
04099236-2,"6882176, 6570404, 6285211, 6259588, 6184707, 6034857, 6020760, 6353552, 6317367, 6219284, 6151258, 6011744, 6011730"
04100503-1,"6948096, 6928638"
04100548-2,"6063511, 6028692"
04100832-1,"6963343, 6801923, 6791555, 6747661, 6734865, 6614443, 6646646, 6446106, 6240338, 6678755, 6937246, 6734867, 6157987, 6134648, 6085310"
04101454-1,"6432473, 6331325"
04104086-1,6593241
04105144-1,"6226696, 6950487, 6940328, 6930525, 6912666, 6895522, 6891415, 6868504, 6845459, 6845458, 6839301, 6798259, 6812753, 6779126, 6774690, 6759882, 6618283, 6611475, 6445231, 6310410, 6687185, 6930955, 6836166, 6762974"
04106011-1,"6967607, 6961385, 6956514, 6879275, 6873276, 6844840, 6822594, 6744392, 6738004, 6741197, 6738003, 6727832, 6724332, 6670902, 6639531, 6593806, 6480129, 6449569, 6414614, 6384761, 6373417, 6373334, 6340940, 6972705, 6943620, 6937046, 6933871, 6861968, 6842486, 6803869, 6784816, 6762704, 6741123, 6693571, 6617908, 6597240, 6556159, 6501692, 6965335, 6885330, 6885211, 6853242, 6765436, 6529074, 6538590, 6369733, 6522273"
04109117-1,"6760768, 6272538, 6643698, 6272639"
04109215-4,6965267
04109315-1,"6968167, 6975838, 6961546"
04112308-2,"6854076, 6225684, 6507233"
04112490-2,"6971040, 6960950, 6957354, 6928494, 6924692, 6915399, 6940163, 6794919, 6791428, 6777975, 6774735, 6693450, 6664906, 6662305, 6963991"
04112575-2,"6222251, 6072715, 6040249, 6037230, 6087268"
04114366-1,"6912012, 6943847, 6839092, 6459457, 6330034, 6317161, 6366327, 6188788, 6219107"
04115769-1,"6711763, 6342692"
04115782-1,"6063676, 6043129, 6127710, 6017785"
04116705-1,6973096
04119580-2,"6933761, 6842040, 6515508, 6661253"
04119993-2,"6724067, 6057567"
04123267-1,6037241
04123698-1,"6252534, 6674309"
04124826-2,"6642548, 6420252"
04124899-1,"6150199, 6078191"
04125427-1,"6731842, 6560388, 6546164, 6493486, 6449402"
04125810-1,"6819200, 6803836"
04126152-1,"6650331, 6577320, 6577309, 6532013, 6462737, 6353439, 6342888, 6734874, 6628290, 6333744, 6239808, 6226012, 6191794, 6181352, 6867780"
04126882-2,6116423
04127900-2,"6933163, 6964882"
04130878-2,"6660620, 6979849, 6821855, 6794238, 6784501, 6113658, 6569564, 6475911, 6455370, 6365298, 6703327, 6703325, 6703326, 6693048, 6673726, 6670289, 6894306, 6884692, 6835975, 6773980, 6737730, 6653187, 6611018, 6153532, 6583002, 6495410, 6492285, 6424043, 6414364, 6391805, 6376390, 6376305, 6375792, 6387828, 6372574, 6352944, 6352946, 6271593, 6265282, 6261899, 6281070, 6175146, 6080655, 6090655, 6770927, 6501114, 6420250, 6693014, 6710420, 6967146, 6593206, 6482707, 6410951, 6406977, 6372601, 6329267, 6238999"
04131485-2,"6818966, 6828856, 6825721, 6819148, 6979637, 6924672, 6657495, 6642789, 6628169, 6614305"
04132898-3,6708325
04133197-1,6891257
04133918-2,"6280790, 6231716, 6280183"
04134117-1,6304762
04134504-2,"6011622, 6402885, 6503367, 6030486, 6642489, 6599076, 6475335, 6454508, 6270617, 6454519"
04135077-1,"6281563, 6355973, 6521479"
04135955-2,"6812108, 6492705, 6211056"
04137172-2,"6970528, 6665731"
04137521-1,"6242970, 6175223"
04138251-2,"6931243, 6646420, 6611176, 6466058, 6459342, 6256362, 6081165"
04139731-2,6795752
04139893-1,"6173305, 6173394, 6058473, 6116768, 6098163"
04146844-1,"6784824, 6727749, 6642751"
04147563-1,"6955985, 6881983, 6847052, 6734091"
04147655-2,"6824343, 6144894, 6973471, 6569257, 6680164, 6511920, 6258735, 6972625, 6744320, 6509796, 6748006, 6715058, 6939434, 6833717, 6521546, 6514850, 6356581, 6920572, 6701388, 6609163, 6167466, 6895479, 6892266, 6691216"
04149640-1,"6653242, 6626744, 6624077, 6577923, 6561884, 6541384, 6679671, 6887776, 6820298, 6783118, 6729944, 6488565, 6475070, 6379231, 6244935, 6241585, 6241583, 6224681, 6656842, 6688375, 6847730, 6837779, 6823589, 6728989, 6725869, 6485359, 6477980, 6517048, 6413873, 6273794, 6261157, 6322427, 6132295, 6592439, 6676497, 6921494, 6825134, 6746198, 6040022, 6516816, 6167834"
04150987-2,"6912601, 6844756, 6839873, 6690224, 6538468, 6452417, 6481001, 6904442"
04151009-2,"6621266, 6233811"
04151510-3,6766433
04151609-1,"6771162, 6816057"
04151822-2,"6927148, 6452197, 6867422"
04152736-1,"6744034, 6549155"
04155136-1,"6387804, 6372644, 6368963, 6368950, 6342414, 6784506, 6764912, 6602781, 6475874, 6465309, 6458679, 6605513, 6562718"
04158811-1,"6925521, 6636832, 6421647, 6421646, 6161088"
04159211-1,"6425029, 6401151, 6971109, 6587154, 6519698, 6463492, 6434697, 6377253, 6336176, 6321289, 6317877"
04159519-1,6848100
04160534-1,"6853603, 6137313, 6812734, 6737885, 6549032, 6515507, 6980022, 6972987, 6940302, 6107854, 6870400, 6630844"
04160934-1,"6925019, 6924686, 6888769, 6856530, 6806137, 6812799, 6738301, 6735103, 6734482, 6727740, 6621316, 6901023, 6836427, 6803826, 6754131"
04161821-1,6778566
04162185-1,"6475920, 6228775"
04162445-1,"6657755, 6738057, 6738171, 6639726, 6631230, 6838653, 6720544, 6552322"
04167213-1,"6821554, 6432317, 6291867, 6291866, 6171645, 6020243, 6013553, 6645878, 6380105"
04169229-1,"6576908, 6555824, 6555815, 6740889"
04170810-1,"6901420, 6823353, 6792523, 6751725, 6738793, 6675376"
04171489-5,"6040022, 6167834, 6020270"
04173723-1,6873278
04175552-1,"6356110, 6553280, 6776567, 6791102, 6965249, 6859065, 6857043, 6826741, 6661253, 6653862, 6605962, 6462577, 6411124, 6970014, 6630842"
04176215-1,"6796883, 6739947, 6719615, 6656023, 6641463, 6568989, 6541381, 6551933, 6428388, 6435948, 6346202, 6291349, 6293851, 6283829, 6267644"
04177432-1,"6177787, 6100678, 6744296, 6674274, 6369665"
04178396-1,6132551
04178612-1,6232963
04179665-1,"6333651, 6351165, 6121837, 6798857, 6452425, 6300820, 6031389, 6906593"
04180854-4,"6974330, 6441606"
04181564-2,"6962732, 6858548, 6500356, 6676761, 6880561, 6869838, 6863077, 6843258, 6827987, 6432255, 6610374, 6960263, 6451390, 6610354, 6825134"
04183039-1,"6468848, 6307233"
04183214-2,6920967
04183781-1,"6686654, 6674167, 6672325, 6670719, 6667219, 6709968, 6975027, 6958287, 6955968, 6953706, 6952032, 6935355, 6912778, 6902984, 6897513, 6888232, 6909171, 6908827, 6878396, 6861727, 6834663, 6861287, 6794261, 6778441, 6747347, 6730575, 6639267, 6614092, 6140200, 6121131, 6586797, 6561479, 6461931, 6458687, 6491969, 6435396, 6288437"
04183991-2,"6919605, 6677240, 6180424, 6967110, 6687973"
04185310-4,"6558008, 6511187"
04186342-1,"6413800, 6059917"
04188177-2,"6261884, 6100588, 6054732, 6461955, 6239479, 6060354, 6653676, 6294420, 6218311, 6559050, 6528888, 6815742, 6967371, 6512257, 6288925, 6096597, 6069813"
04188626-1,"6748483, 6738860, 6735668, 6735667, 6910096, 6904264, 6895465, 6732224, 6662291, 6728829, 6728828, 6732226, 6732225, 6418078, 6188635, 6055268"
04188665-6,"6815977, 6795948, 6683467"
04189785-1,"6885215, 6639840, 6351175, 6150805"
04189909-1,"6100719, 6137338, 6125021"
04190829-1,"6753696, 6531890"
04191057-1,"6929983, 6925150"
04191222-1,"6974364, 6520834, 6468909, 6458290"
04191456-2,"6651021, 6535735, 6532370, 6933876, 6754287"
04193064-1,"6785772, 6842822"
04195838-1,6222212
04196176-1,6166334
04196323-1,"6776846, 6413320, 6214119, 6103055"
04196382-1,"6351996, 6346742, 6255728, 6229190, 6147397, 6980712, 6922500, 6898341, 6754431"
04197009-1,"6974765, 6867060, 6852926"
04198651-2,6809524
04200629-1,6821808
04200845-2,"6388596, 6268753, 6107840"
04201152-1,"6589361, 6822185, 6899111, 6575622, 6481886, 6353210, 6232236, 6647918, 6535779, 6192827, 6513452, 6221782, 6076482, 6432259, 6797639, 6716302"
04201579-2,"6890770, 6784510, 6911156, 6806127, 6798004, 6881351, 6888743"
04201997-2,"6800523, 6791864, 6750543, 6735143, 6826730, 6734521, 6974968, 6972448, 6954918, 6925025, 6925010, 6731533, 6710391, 6703673, 6687145, 6677190, 6639826, 6635550, 6597610, 6576957, 6576519, 6573549, 6552923, 6512272, 6611451, 6461933, 6459910, 6429684, 6424016, 6376344, 6483739, 6477312, 6351176, 6308312, 6307281, 6261886, 6255854, 6255853, 6362117, 6362058, 6225175, 6114945, 6096612, 6074920, 6061267, 6045625, 6043535, 6121658, 6787469, 6768144, 6737347, 6900656, 6873008, 6569741, 6563158, 6548359, 6261879, 6177300, 6069814, 6037808, 6922370, 6628540, 6207511, 6118161"
04205460-1,6849515
04206256-1,"6873380, 6735982"
04207479-2,6578123
04210785-2,"6141739, 6192430"
04210940-1,6191626
04212952-1,6197989
04213168-1,6348124
04213189-3,"6748483, 6738860, 6735668, 6735667, 6910096, 6895465, 6732224, 6662291, 6728829, 6728828, 6732226, 6732225, 6418078, 6188635"
04213427-1,6205972
04214200-1,6134578
04215247-1,"6784668, 6318556, 6230896"
04215302-1,"6255845, 6018250, 6172519"
04215617-1,6662060
04215993-1,"6625795, 6289496, 6754878"
04216393-1,6055149
04216416-1,"6735106, 6952623, 6704218, 6667896, 6590799"
04216908-2,6908717
04217171-1,6819572
04217294-1,"6319311, 6191286"
04217492-1,6713195
04217599-2,6303413
04219915-1,"6831337, 6956398, 6730582, 6678202, 6727578, 6426655, 6278297, 6249452, 6178136, 6773972, 6620692, 6141259"
04220873-1,6055149
04220963-1,"6828631, 6800903, 6787437, 6777749, 6768172, 6724041, 6639277, 6633065, 6570219, 6207994, 6168983"
04221522-1,6133834
04221977-1,"6795338, 6768665, 6124625, 6448628, 6184568"
04222502-2,"6399022, 6367493, 6314974"
04222816-1,"6699742, 6680864, 6946700, 6891213, 6884687, 6861311, 6858504, 6777744, 6756622, 6633067, 6624033, 6624021, 6156589, 6552435, 6589851, 6509213, 6477080, 6472263, 6461926, 6489192, 6449186, 6417040, 6403429, 6395597, 6373138, 6362043, 6348366, 6342718, 6319333, 6316305, 6313490, 6306703, 6304483, 6294418, 6266268, 6255171, 6246083, 6242775, 6277701, 6215145, 6211039, 6211015, 6208555, 6225147, 6204145, 6194262, 6190960, 6190950, 6072223, 6046477, 6696746, 6696330, 6946389, 6936886, 6964903, 6887749, 6800927, 6798009, 6812516, 6773968, 6764901, 6747305, 6610566, 6143636, 6134175, 6128216, 6124729, 6156607, 6156604, 6107663, 6104066, 6104045, 6153468, 6597037, 6573169, 6545297, 6528837, 6515510, 6503790, 6498739, 6498065, 6492694, 6537871, 6486703, 6448615, 6486027, 6414356, 6436748, 6380581, 6376317, 6365448, 6340612, 6383871, 6320222, 6319773, 6307235, 6297989, 6256225, 6238976, 6235569, 6229342, 6225165, 6208164, 6165836, 6165828, 6075272, 6097065, 6066869, 6060754, 6049496, 6091654, 6700821, 6689660, 6924194, 6960821, 6909635, 6818937, 6809985, 6741519, 6104061, 6150687, 6580154, 6521958, 6504201, 6492233, 6452856, 6483171, 6399979, 6350635, 6337805, 6245615, 6191448, 6141238"
04223308-5,"6576535, 6335558, 6274464"
04223586-1,"6697691, 6629012, 6556959, 6556881, 6535783, 6449524, 6197604, 6825092, 6128703, 6957120, 6922595, 6868512, 6831555, 6643557, 6640148, 6622059, 6706541, 6556884, 6532555, 6470230, 6268270, 6259521, 6324341, 6171174, 6058161, 6867991, 6700827, 6560156, 6137779, 6925347, 6627050, 6972978, 6852202, 6108756, 6212607, 6937914, 6901340, 6970757, 6785586, 6778873, 6801817, 6699727, 6675058, 6615098"
04224473-4,6914935
04224642-2,"6816553, 6801588, 6697492, 6687376, 6480503, 6272661, 6249551, 6188714, 6236763"
04227129-1,"6825642, 6605931, 6965219, 6836103"
04227941-4,"6403985, 6232136, 6414783"
04227944-2,6656774
04229248-1,"6972420, 6908713"
04229859-1,6939217
04230906-1,"6975722, 6912281"
04232328-2,"6856849, 6819963, 6725402, 6697691, 6522730, 6738731, 6629012, 6324341, 6268270, 6947736, 6055268"
04234367-2,"6333253, 6229207, 6372544, 6367679, 6657707, 6709963, 6536649, 6333210, 6258612, 6382500, 6371310, 6632690, 6617195, 6098867, 6812570, 6722553, 6591992, 6446818, 6103549, 6409070, 6488158"
04234845-1,"6296710, 6895475, 6681273, 6643110, 6559028, 6889331, 6981122, 6767794, 6978350, 6898690, 6606684, 6446181, 6898690"
04234852-1,"6975665, 6937646, 6931078, 6914573, 6912372, 6909877, 6901112, 6859506, 6850733, 6834073, 6927613, 6812762"
04236832-2,"6579769, 6187640"
04239337-2,6819822
04240138-1,"6789172, 6779085, 6766421, 6754781, 6745293, 6738888, 6738864, 6957315, 6851072, 6839813, 6697916, 6684280, 6678797, 6728838, 6621817, 6414726, 6282706, 6226291, 6792508, 6772326, 6769052, 6760829, 6751706, 6742104, 6742103, 6826652, 6901521, 6889330, 6934820, 6681297, 6606687, 6430664, 6412048, 6321299, 6253297, 6085308, 6452641, 6369855, 6310657"
04240299-2,"6697415, 6665536, 6928302, 6895450, 6980161, 6792256, 6714983, 6895419, 6970434, 6654378, 6749122, 6614768"
04241298-1,"6889813, 6695120, 6530735"
04241323-1,6559513
04241341-1,6255738
04242698-2,"6329722, 6251789"
04242857-2,6697416
04243984-4,"6829696, 6948050, 6260088, 6219695, 6219627, 6173394, 6070003, 6058473, 6754809, 6370558, 6219688, 6240437, 6032170, 6016538, 6711602, 6314047, 6232955, 6116768, 6098163, 6088280"
04245230-1,"6627938, 6429087, 6326672, 6306726, 6211037, 6805614, 6380008, 6373088, 6033975, 6872655"
04245302-1,"6681342, 6742069, 6338150, 6249834"
04246502-1,"6192069, 6031473, 6084933"
04249123-1,6137140
04251973-1,"6961626, 6910947"
04254477-2,"6981113, 6901507, 6874080, 6826676, 6963535"
04254667-1,"6175517, 6026007, 6943419, 6852926, 6713314, 6662618, 6754741, 6049526, 6363077"
04254975-1,6846740
04256262-2,6685803
04256928-3,"6963218, 6946870, 6914804, 6809957, 6915503, 6735110, 6542040, 6525560, 6496971, 6445238, 6437713, 6882182, 6356158, 6353341, 6351145, 6275191, 6271795, 6874107, 6849951, 6225869, 6246258, 6204815, 6201411, 6144225, 6836168, 6836142, 6737925, 6512482, 6873183"
04257111-2,"6788074, 6856143, 6175261"
04257477-1,"6795286, 6862160, 6710255, 6867956"
04264963-1,"6112291, 6128725, 6625719, 6411984, 6061780"
04265891-1,6916804
04266234-1,"6447126, 6323982, 6775174"
04270059-2,"6518534, 6172320"
04271476-1,"6912634, 6738878, 6832319"
04272986-1,"6054012, 6909146, 6130172"
04276646-3,"6141415, 6629279, 6930637"
04276730-1,"6917074, 6888373, 6943580, 6895570, 6826741, 6605962, 6965249, 6937064, 6970014, 6630842"
04278473-1,"6963393, 6885458, 6958814, 6906801, 6878559, 6940592, 6878559"
04278830-3,6600100
04281239-3,"6700210, 6943457, 6440772, 6384487, 6811936, 6770569"
04281397-1,6088280
04281449-1,6114191
04282648-2,"6933222, 6919238, 6875681, 6703685, 6686247, 6653563, 6671947, 6888716, 6887780, 6762464, 6706584"
04283631-1,"6881305, 6688375, 6746198"
04284482-1,"6951599, 6830673, 6723224, 6905622, 6899816"
04284706-3,6890688
04284957-1,6356225
04286923-1,"6972154, 6962514, 6759309, 6737355, 6475326"
04287515-2,"6552404, 6147528, 6959002, 6924759"
04287560-1,6691238
04288782-2,6522204
04289842-1,"6914016, 6740601, 6423384, 6596653, 6929700, 6596123, 6812153, 6715496, 6682603"
04291532-1,"6696848, 6437586, 6634504"
04292666-3,"6301366, 6405093, 6373954"
04294002-2,"6979642, 6943096, 6927162, 6893955, 6841473, 6657303, 6555909, 6534865, 6528412, 6447933, 6417100, 6387806, 6358840, 6346479, 6403474, 6979903, 6979625, 6833625, 6831003, 6674170, 6664185, 6656836, 6642145, 6621290, 6566248, 6548395, 6525425, 6509267, 6506668, 6573179, 6469385, 6426293, 6417566, 6228759, 6207552, 6952052, 6939803, 6861349, 6815340, 6663787, 6649034, 6710452, 6589408, 6541860, 6531780, 6590288, 6472757, 6462416, 6462417, 6455938, 6445070, 6617176, 6703308, 6433402, 6309959, 6518167, 6518185"
