inv2,inv1
06462489-3,03940979-3
03942121-1,03942121-1
05452325-3,03942121-1
05973944-1,03942121-1
06011440-2,03942121-1
06038400-2,03942121-1
03943287-2,03943287-2
05455757-2,03943287-2
03944926-1,03944926-1
03948027-1,03948027-1
06164263-2,03948027-1
06463471-1,03948027-1
06463471-4,03948027-1
03948813-2,03948813-2
05043939-1,03948813-2
05311054-3,03948813-2
05359535-1,03948813-2
05671284-1,03948813-2
06405160-4,03948813-2
06525955-3,03948813-2
06525955-4,03948813-2
03949053-2,03949053-2
05491437-3,03949053-2
05912551-2,03949053-2
03950654-3,03950654-3
04997775-4,03950654-3
05598341-3,03950654-3
05726920-3,03950654-3
05858844-3,03950654-3
05880511-1,03950654-3
06030282-1,03950654-3
06284600-1,03950654-3
06355511-2,03950654-3
06448165-2,03950654-3
06516450-4,03950654-3
06576548-1,03950654-3
06611029-1,03950654-3
06700430-2,03950654-3
06766265-1,03950654-3
06774395-1,03950654-3
06808948-3,03950654-3
06808948-4,03950654-3
03950848-1,03950848-1
03953766-3,03953766-3
04761605-1,03953766-3
06433525-1,03953766-3
03953874-4,03953874-4
04135955-2,03953874-4
04281449-1,03953874-4
04897362-1,03953874-4
04916497-1,03953874-4
05081063-2,03953874-4
05341009-2,03953874-4
06040707-2,03953874-4
06107875-1,03953874-4
03903424-1,03954191-2
03906891-1,03954191-2
03954191-2,03954191-2
04539217-1,03954191-2
04743767-5,03954191-2
04791273-1,03954191-2
05149244-2,03954191-2
05262652-8,03954191-2
05838012-5,03954191-2
05898179-1,03954191-2
06179921-1,03954191-2
06559454-1,03954191-2
06878946-5,03954191-2
03924229-1,03955100-1
03955100-1,03955100-1
05389818-1,03955100-1
05660321-1,03955100-1
05660321-3,03955100-1
05903436-2,03955100-1
06667548-3,03955100-1
06713318-1,03955100-1
06760529-2,03955100-1
06928200-3,03955100-1
03956635-1,03956635-1
04364075-4,03956635-1
04485339-1,03956635-1
05023671-2,03956635-1
05155412-3,03956635-1
05199917-2,03956635-1
05798524-3,03956635-1
06011269-3,03956635-1
06023060-2,03956635-1
06376984-1,03956635-1
06376984-5,03956635-1
06555830-4,03956635-1
03958188-3,03958188-3
04383320-2,03958188-3
05387844-1,03958188-3
05619061-5,03958188-3
06322712-1,03958188-3
06322712-2,03958188-3
06395578-2,03958188-3
06413135-5,03958188-3
03958323-1,03958323-1
06953974-0,03958323-1
03958528-1,03958528-1
04350618-3,03958528-1
04999597-1,03958528-1
05045820-3,03958528-1
05751552-1,03958528-1
06570825-1,03958528-1
03886401-1,03959757-2
03959757-2,03959757-2
05861794-1,03959757-2
06710695-2,03959757-2
03960157-2,03960157-2
04918497-1,03960157-2
05272095-2,03960157-2
05371029-2,03960157-2
05631190-1,03960157-2
06740906-2,03960157-2
06747298-2,03960157-2
06747298-4,03960157-2
03961333-1,03961333-1
04100548-2,03961333-1
03961666-3,03961666-3
05125291-3,03961666-3
05907766-2,03961666-3
06274402-2,03961666-3
06274402-3,03961666-3
06274402-6,03961666-3
03961749-1,03961749-1
05168535-1,03961749-1
05170269-1,03961749-1
05199835-1,03961749-1
05420445-2,03961749-1
05430294-2,03961749-1
05558267-2,03961749-1
05558267-3,03961749-1
05661591-2,03961749-1
05898503-1,03961749-1
05898503-2,03961749-1
05946083-4,03961749-1
06295154-3,03961749-1
06295154-7,03961749-1
06687132-5,03961749-1
03900722-1,03962683-2
03962683-2,03962683-2
03963955-1,03963955-1
04851788-1,03963955-1
06768265-3,03963955-1
03965279-1,03965279-1
04301324-1,03965279-1
04842683-6,03965279-1
04933304-1,03965279-1
04940508-1,03965279-1
05176790-1,03965279-1
05210466-3,03965279-1
05305424-2,03965279-1
05321544-1,03965279-1
05467220-1,03965279-1
05622608-2,03965279-1
05911113-1,03965279-1
05985759-7,03965279-1
06009830-1,03965279-1
03967135-2,03967135-2
05187779-1,03967135-2
05515501-1,03967135-2
05692165-2,03967135-2
03878552-1,03968512-1
03968512-1,03968512-1
04420278-1,03968512-1
04862417-2,03968512-1
05212663-1,03968512-1
05477413-1,03968512-1
05523258-1,03968512-1
05650666-2,03968512-1
05864251-2,03968512-1
06131140-4,03968512-1
03969768-1,03969768-1
05838121-4,03969768-1
03970448-1,03970448-1
04566175-1,03970448-1
04646311-2,03970448-1
03970841-1,03970841-1
04967698-1,03970841-1
05466639-1,03970841-1
05773341-2,03970841-1
06716644-1,03970841-1
06819125-2,03970841-1
06819125-3,03970841-1
03886001-1,03970950-3
03970950-3,03970950-3
03970995-1,03970995-1
04547868-2,03970995-1
04949138-1,03970995-1
04975763-2,03970995-1
05327327-2,03970995-1
06040983-3,03970995-1
03970999-1,03970999-1
03971013-2,03971013-2
03971436-1,03971436-1
04769785-1,03971436-1
05911113-1,03971436-1
03886017-2,03972059-1
03972059-1,03972059-1
04241341-1,03972059-1
04357394-1,03972059-1
04457986-3,03972059-1
04482445-1,03972059-1
04884864-2,03972059-1
04985870-1,03972059-1
05065224-6,03972059-1
05086558-1,03972059-1
05390844-4,03972059-1
05491302-2,03972059-1
05548091-2,03972059-1
05548091-4,03972059-1
05590460-3,03972059-1
05632631-4,03972059-1
05688716-3,03972059-1
05861666-1,03972059-1
05882221-1,03972059-1
05915752-6,03972059-1
05915752-7,03972059-1
05951305-1,03972059-1
05966592-1,03972059-1
06002168-4,03972059-1
06081035-1,03972059-1
06217972-3,03972059-1
06248656-1,03972059-1
06248656-4,03972059-1
06357112-4,03972059-1
03972061-1,03972061-1
04812961-1,03972061-1
03972383-1,03972383-1
05212663-1,03972383-1
03972499-1,03972499-1
04566080-2,03972499-1
05059549-1,03972499-1
05847993-1,03972499-1
03972504-3,03972504-3
05437757-1,03972504-3
05955858-2,03972504-3
06379095-3,03972504-3
06379095-4,03972504-3
06556887-6,03972504-3
03974325-1,03974325-1
06466895-2,03974325-1
06535779-3,03974325-1
06556949-1,03974325-1
06694210-1,03974325-1
06952656-0,03974325-1
06952656-2,03974325-1
06952656-3,03974325-1
06952656-4,03974325-1
06952656-6,03974325-1
06952656-7,03974325-1
03974517-3,03974517-3
04057894-2,03974517-3
04532534-1,03974517-3
06162702-3,03974517-3
06162702-5,03974517-3
03975248-1,03975248-1
03928370-1,03975772-1
03975772-1,03975772-1
04632910-5,03975772-1
04933574-1,03975772-1
05767558-1,03975772-1
05767558-2,03975772-1
06183940-2,03975772-1
03976224-2,03976224-2
05075572-2,03976224-2
05352945-2,03976224-2
05410510-4,03976224-2
05422892-1,03976224-2
05814865-2,03976224-2
05999473-1,03976224-2
05999473-2,03976224-2
05999473-3,03976224-2
06038177-1,03976224-2
06118323-2,03976224-2
06191644-1,03976224-2
06201752-1,03976224-2
06460402-1,03976224-2
06556489-3,03976224-2
06556489-4,03976224-2
06868019-0,03976224-2
03977071-1,03977071-1
04533214-3,03977071-1
05895967-2,03977071-1
03978452-2,03978452-2
04264963-1,03978452-2
04450521-3,03978452-2
04912636-4,03978452-2
05293630-1,03978452-2
05841379-1,03978452-2
05884023-2,03978452-2
06002876-2,03978452-2
06078940-1,03978452-2
06477641-3,03978452-2
06477641-4,03978452-2
06493868-2,03978452-2
06543048-3,03978452-2
06708290-2,03978452-2
06785850-1,03978452-2
06785850-3,03978452-2
06785850-4,03978452-2
06785850-9,03978452-2
03978472-1,03978472-1
05516363-2,03978472-1
05773314-4,03978472-1
05919548-1,03978472-1
06461914-2,03978472-1
03879585-3,03978577-1
03881884-2,03978577-1
03978577-1,03978577-1
03979607-2,03979607-2
04761605-1,03979607-2
04968989-2,03979607-2
05081063-2,03979607-2
06107875-1,03979607-2
03979719-3,03979719-3
04134117-1,03979719-3
06021158-3,03979719-3
06212397-3,03979719-3
06304762-4,03979719-3
03980915-1,03980915-1
04201997-2,03980915-1
04507851-1,03980915-1
04877755-1,03980915-1
04896243-1,03980915-1
06127232-3,03980915-1
03980951-2,03980951-2
04256928-3,03980951-2
04583168-1,03980951-2
04583288-1,03980951-2
04959565-2,03980951-2
05291079-1,03980951-2
05583450-4,03980951-2
05627480-2,03980951-2
05635854-1,03980951-2
05694047-2,03980951-2
05789938-2,03980951-2
05963050-3,03980951-2
06021423-2,03980951-2
06154059-4,03980951-2
06204695-2,03980951-2
06216259-2,03980951-2
06218864-2,03980951-2
06405269-2,03980951-2
06445245-3,03980951-2
06510546-1,03980951-2
06668237-3,03980951-2
06759869-4,03980951-2
06934198-0,03980951-2
03981480-2,03981480-2
05177352-1,03981480-2
05389797-1,03981480-2
05515468-4,03981480-2
05659647-4,03981480-2
05793230-1,03981480-2
06500760-3,03981480-2
06799902-1,03981480-2
06799902-3,03981480-2
06799902-7,03981480-2
06799902-8,03981480-2
06799902-9,03981480-2
03982093-1,03982093-1
06194965-1,03982093-1
06323734-3,03982093-1
03983083-4,03983083-4
05264396-1,03983083-4
05271264-1,03983083-4
05536330-1,03983083-4
05709772-4,03983083-4
05820685-2,03983083-4
05846332-5,03983083-4
05953630-3,03983083-4
05983906-4,03983083-4
06156382-4,03983083-4
06559039-4,03983083-4
06566199-1,03983083-4
06713127-1,03983083-4
06713127-3,03983083-4
06884464-6,03983083-4
03983264-1,03983264-1
04685975-2,03983264-1
05892287-2,03983264-1
03983664-1,03983664-1
03984670-1,03984670-1
04393457-1,03984670-1
04698525-1,03984670-1
05267187-4,03984670-1
05682107-3,03984670-1
05990704-2,03984670-1
03984813-1,03984813-1
05313586-1,03984813-1
06324606-1,03984813-1
06437903-1,03984813-1
03984822-1,03984822-1
03986016-1,03986016-1
04412294-1,03986016-1
05461640-1,03986016-1
05732113-1,03986016-1
05918047-2,03986016-1
06166622-3,03986016-1
03986041-3,03986041-3
05043657-1,03986041-3
05381148-1,03986041-3
05424670-2,03986041-3
05471411-3,03986041-3
03986046-1,03986046-1
05636161-1,03986046-1
05764714-1,03986046-1
03986126-2,03986126-2
03986131-2,03986131-2
05021783-1,03986131-2
05596724-1,03986131-2
05900749-2,03986131-2
06018556-1,03986131-2
06072842-3,03986131-2
03879585-3,03986178-1
03881884-2,03986178-1
03895147-1,03986178-1
03900944-2,03986178-1
03909925-1,03986178-1
03986178-1,03986178-1
04722075-4,03986178-1
04891794-3,03986178-1
04958088-2,03986178-1
05225024-5,03986178-1
05378945-3,03986178-1
06049483-3,03986178-1
03986255-1,03986255-1
04376137-2,03986255-1
04782034-3,03986255-1
05158644-1,03986255-1
05178739-1,03986255-1
05260236-2,03986255-1
05308417-5,03986255-1
05354360-2,03986255-1
05354360-3,03986255-1
05667631-2,03986255-1
05968324-4,03986255-1
05990000-3,03986255-1
06054379-3,03986255-1
06054379-4,03986255-1
06086952-1,03986255-1
06093966-5,03986255-1
06245690-3,03986255-1
06245690-4,03986255-1
06303523-8,03986255-1
06526824-3,03986255-1
06576568-5,03986255-1
06576568-9,03986255-1
06867126-1,03986255-1
06869896-3,03986255-1
03988681-1,03988681-1
05489908-2,03988681-1
05621411-3,03988681-1
06198764-2,03988681-1
03988689-1,03988689-1
03991416-3,03991416-3
05345262-3,03991416-3
03993077-1,03993077-1
04289842-1,03993077-1
04808884-3,03993077-1
05106200-1,03993077-1
05835335-2,03993077-1
06010966-1,03993077-1
06013582-3,03993077-1
06080529-6,03993077-1
06450117-7,03993077-1
06596653-2,03993077-1
06682603-6,03993077-1
06825447-3,03993077-1
03996461-1,03996461-1
04502915-1,03996461-1
05467146-1,03996461-1
05567334-2,03996461-1
05943157-2,03996461-1
06028690-4,03996461-1
06071616-2,03996461-1
06282010-3,03996461-1
03998859-1,03998859-1
04582337-1,03998859-1
04933574-1,03998859-1
05341333-1,03998859-1
06204557-5,03998859-1
03998877-4,03998877-4
04212952-1,03998877-4
04765713-2,03998877-4
05663399-2,03998877-4
06197989-4,03998877-4
03923559-1,03999132-1
03999132-1,03999132-1
04479831-2,03999132-1
04581815-1,03999132-1
04627288-3,03999132-1
04717461-6,03999132-1
04842683-6,03999132-1
05003266-2,03999132-1
05032233-3,03999132-1
05072288-2,03999132-1
05466626-4,03999132-1
05533924-2,03999132-1
05604376-3,03999132-1
05650052-2,03999132-1
05673922-3,03999132-1
05916369-2,03999132-1
05985033-1,03999132-1
06190037-6,03999132-1
06345642-1,03999132-1
06350320-10,03999132-1
06350320-2,03999132-1
06753248-1,03999132-1
04000506-1,04000506-1
06361436-3,04000506-1
04000508-2,04000508-2
05498988-1,04000508-2
06821829-1,04000508-2
04001864-1,04001864-1
04459343-3,04001864-1
04002523-1,04002523-1
05660319-2,04002523-1
05817569-1,04002523-1
05817569-5,04002523-1
06063696-5,04002523-1
04002931-2,04002931-2
04124899-1,04002931-2
04456501-2,04002931-2
04595875-1,04002931-2
04796075-1,04002931-2
04836861-2,04002931-2
04003036-1,04003036-1
04535532-1,04003036-1
05284786-1,04003036-1
05830804-2,04003036-1
06372634-3,04003036-1
06525962-1,04003036-1
04003284-1,04003284-1
04003770-2,04003770-2
05373734-1,04003770-2
05540824-3,04003770-2
05904778-2,04003770-2
06080529-7,04003770-2
06466881-2,04003770-2
06592707-6,04003770-2
04004210-1,04004210-1
04455493-1,04004210-1
04801555-3,04004210-1
05103425-2,04004210-1
05605855-3,04004210-1
05981340-2,04004210-1
06172905-3,04004210-1
06689676-4,04004210-1
06713812-1,04004210-1
06713812-2,04004210-1
06751125-4,04004210-1
06784103-1,04004210-1
06849487-2,04004210-1
04004619-3,04004619-3
04240299-2,04004619-3
04455523-1,04004619-3
04877949-1,04004619-3
04882475-1,04004619-3
04953113-2,04004619-3
04972463-5,04004619-3
05023824-3,04004619-3
05031098-4,04004619-3
05070536-3,04004619-3
05295154-1,04004619-3
05295154-3,04004619-3
05347115-3,04004619-3
05408382-4,04004619-3
05602854-4,04004619-3
04005330-1,04005330-1
04814283-2,04005330-1
05640300-1,04005330-1
04007047-2,04007047-2
04489481-1,04007047-2
04518891-1,04007047-2
04728803-4,04007047-2
04902898-2,04007047-2
05771098-1,04007047-2
05771098-5,04007047-2
06255771-4,04007047-2
06265820-2,04007047-2
06608283-4,04007047-2
04008274-4,04008274-4
04376181-2,04008274-4
06544440-1,04008274-4
06544440-2,04008274-4
06544440-3,04008274-4
04008910-1,04008910-1
06924172-1,04008910-1
04009400-2,04009400-2
04037111-4,04009400-2
04486670-1,04009400-2
04523110-1,04009400-2
04595875-1,04009400-2
04712771-1,04009400-2
04806189-2,04009400-2
04872947-8,04009400-2
05121057-3,04009400-2
05124585-1,04009400-2
05186597-2,04009400-2
05205082-1,04009400-2
05243703-2,04009400-2
05258986-1,04009400-2
05299147-1,04009400-2
05379457-1,04009400-2
05402358-2,04009400-2
05554945-3,04009400-2
05681215-1,04009400-2
05738574-5,04009400-2
05748554-4,04009400-2
05808498-2,04009400-2
05945862-3,04009400-2
06047346-1,04009400-2
06111445-2,04009400-2
06125157-7,04009400-2
06369626-6,04009400-2
04011403-2,04011403-2
06913399-0,04011403-2
06937794-2,04011403-2
04012646-2,04012646-2
04981715-1,04012646-2
04993482-1,04012646-2
06162718-1,04012646-2
04012761-2,04012761-2
04062032-1,04012761-2
04098638-1,04012761-2
04227944-2,04012761-2
05640300-1,04012761-2
06113451-1,04012761-2
04013725-4,04013725-4
04444738-3,04013725-4
05174816-4,04013725-4
05210446-1,04013725-4
05211738-4,04013725-4
05650041-1,04013725-4
05846695-2,04013725-4
05972862-13,04013725-4
05972862-14,04013725-4
05972862-8,04013725-4
06265309-7,04013725-4
04014743-1,04014743-1
04827119-1,04014743-1
06121800-2,04014743-1
06501396-1,04014743-1
06507220-2,04014743-1
06976102-3,04014743-1
06976102-5,04014743-1
04015175-2,04015175-2
04095283-1,04015175-2
04714949-2,04015175-2
04849067-4,04015175-2
06228741-3,04015175-2
06228741-4,04015175-2
06228741-5,04015175-2
06228741-6,04015175-2
04015709-1,04015709-1
04016551-1,04016551-1
04393457-1,04016551-1
04583288-1,04016551-1
04745084-2,04016551-1
04795918-1,04016551-1
05148516-1,04016551-1
05583450-3,04016551-1
05583450-4,04016551-1
05627480-2,04016551-1
05933369-3,04016551-1
06047115-1,04016551-1
06091263-3,04016551-1
06525565-3,04016551-1
03904987-1,04017890-1
04017890-1,04017890-1
04134504-2,04017890-1
04785962-1,04017890-1
05000225-1,04017890-1
05186594-4,04017890-1
05186594-5,04017890-1
05186594-7,04017890-1
04019373-1,04019373-1
04888710-4,04019373-1
05187396-1,04019373-1
05187396-2,04019373-1
05283792-1,04019373-1
05284719-1,04019373-1
06487469-1,04019373-1
06789026-1,04019373-1
03861323-1,04019908-1
03912558-3,04019908-1
04019908-1,04019908-1
05138576-1,04019908-1
05317210-1,04019908-1
05949710-1,04019908-1
04020366-2,04020366-2
06113485-1,04020366-2
04021261-2,04021261-2
04217294-1,04021261-2
05091465-5,04021261-2
06001946-1,04021261-2
04021910-1,04021910-1
05574604-4,04021910-1
06064274-3,04021910-1
06940627-1,04021910-1
06940627-2,04021910-1
06940627-3,04021910-1
04023149-3,04023149-3
05963070-2,04023149-3
04023167-1,04023167-1
04023185-3,04023185-3
04271476-1,04023185-3
05329623-2,04023185-3
04023474-1,04023474-1
05694414-1,04023474-1
04023562-1,04023562-1
05825411-3,04023562-1
06522355-2,04023562-1
04024944-2,04024944-2
04025611-2,04025611-2
04819068-2,04025611-2
05082522-2,04025611-2
05201989-3,04025611-2
05327327-2,04025611-2
05363794-3,04025611-2
05442194-1,04025611-2
05838053-1,04025611-2
05880026-1,04025611-2
05948702-1,04025611-2
05972722-3,04025611-2
06019806-2,04025611-2
06030706-2,04025611-2
06115281-1,04025611-2
06153490-3,04025611-2
06211035-5,04025611-2
06396094-1,04025611-2
06503846-2,04025611-2
06709875-2,04025611-2
06802987-1,04025611-2
06809370-2,04025611-2
06828161-5,04025611-2
06876021-6,04025611-2
04025903-3,04025903-3
04025907-1,04025907-1
04566080-2,04025907-1
05006476-1,04025907-1
05108939-2,04025907-1
05220192-3,04025907-1
05475253-1,04025907-1
05835402-2,04025907-1
05870327-1,04025907-1
06522582-8,04025907-1
06522582-9,04025907-1
04026125-1,04026125-1
04584635-1,04026125-1
05249049-1,04026125-1
06189064-2,04026125-1
06189064-3,04026125-1
04028064-3,04028064-3
04487113-1,04028064-3
05264376-1,04028064-3
05904503-2,04028064-3
05942178-2,04028064-3
06365974-3,04028064-3
06365974-4,04028064-3
03878498-1,04028582-1
04028582-1,04028582-1
05761430-1,04028582-1
05761430-3,04028582-1
05761430-4,04028582-1
05761430-5,04028582-1
04031462-1,04031462-1
05406607-1,04031462-1
05598568-1,04031462-1
04032782-1,04032782-1
06046859-1,04032782-1
06208393-2,04032782-1
04035784-1,04035784-1
04009400-2,04037111-4
04037111-4,04037111-4
04149640-1,04037111-4
04393663-1,04037111-4
04525852-1,04037111-4
04546650-1,04037111-4
04627288-3,04037111-4
04698834-1,04037111-4
04714625-3,04037111-4
04797631-1,04037111-4
04872947-8,04037111-4
04940508-1,04037111-4
04953982-2,04037111-4
05003266-2,04037111-4
05030008-2,04037111-4
05072288-2,04037111-4
05083865-3,04037111-4
05186597-2,04037111-4
05205082-1,04037111-4
05292399-2,04037111-4
05454903-2,04037111-4
05466626-4,04037111-4
05549644-6,04037111-4
05589003-2,04037111-4
05640606-3,04037111-4
05738574-5,04037111-4
05761023-5,04037111-4
05762544-1,04037111-4
05846332-7,04037111-4
05903338-1,04037111-4
05946435-2,04037111-4
05951776-1,04037111-4
05957751-1,04037111-4
05957751-3,04037111-4
05975740-2,04037111-4
06000415-2,04037111-4
06063199-3,04037111-4
06077353-3,04037111-4
06082714-4,04037111-4
06199157-4,04037111-4
06709314-3,04037111-4
06773507-3,04037111-4
06776693-4,04037111-4
06900135-2,04037111-4
04037217-1,04037217-1
05541938-1,04037217-1
04037241-1,04037241-1
04346265-2,04037241-1
04387503-1,04037241-1
05547879-2,04037241-1
05747834-1,04037241-1
06268755-3,04037241-1
06307726-3,04037241-1
06553437-4,04037241-1
06633243-3,04037241-1
06786411-4,04037241-1
04038216-2,04038216-2
04147563-1,04038216-2
04227941-4,04038216-2
04357183-2,04038216-2
04371421-3,04038216-2
04509248-1,04038216-2
04614119-1,04038216-2
04699688-1,04038216-2
04700461-1,04038216-2
04890895-2,04038216-2
04897568-1,04038216-2
04968120-2,04038216-2
05206749-4,04038216-2
05206749-5,04038216-2
05321416-3,04038216-2
05376979-8,04038216-2
05491803-1,04038216-2
05630659-2,04038216-2
05653801-1,04038216-2
06073034-5,04038216-2
06479313-1,04038216-2
06479313-3,04038216-2
06492661-2,04038216-2
06734091-1,04038216-2
06881983-3,04038216-2
06909419-9,04038216-2
04038646-2,04038646-2
05727006-2,04038646-2
05898678-3,04038646-2
06862714-1,04038646-2
04040498-1,04040498-1
04105144-1,04040498-1
04040577-1,04040577-1
04691854-3,04040577-1
05751582-3,04040577-1
06094971-1,04040577-1
06326293-1,04040577-1
06420722-3,04040577-1
04040897-1,04040897-1
04306916-1,04040897-1
04802088-2,04040897-1
04819047-1,04040897-1
04935166-2,04040897-1
04958302-2,04040897-1
05083007-2,04040897-1
05642311-5,04040897-1
05907561-2,04040897-1
05982691-1,04040897-1
06015280-2,04040897-1
06030282-1,04040897-1
